Churn,SeniorCitizen,Partner,Dependents,tenure,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,Contract,PaymentMethod,Monthly,Total,Cuentas_Diarias
No,0,No,No,1,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Mailed check,19.9,19.9,0.663
No,0,No,No,55,Fiber optic,Yes,Yes,No,No,One year,Mailed check,100.9,5552.05,3.363
No,0,No,No,4,DSL,Yes,Yes,No,Yes,Month-to-month,Mailed check,42.4,146.4,1.413
Yes,0,No,No,2,DSL,Yes,Yes,No,No,Month-to-month,Electronic check,42.6,72.4,1.42
Yes,0,No,No,45,Fiber optic,No,Yes,No,No,Month-to-month,Credit card (automatic),100.85,4740.0,3.362
No,0,Yes,No,19,DSL,No,No,No,No,Month-to-month,Mailed check,44.9,839.65,1.497
Yes,1,Yes,No,3,DSL,No,No,No,No,Month-to-month,Mailed check,36.45,93.7,1.215
Yes,0,Yes,No,28,Fiber optic,No,No,Yes,Yes,Month-to-month,Electronic check,104.8,3046.05,3.493
No,0,Yes,Yes,23,Fiber optic,No,No,No,No,Month-to-month,Electronic check,85.6,1868.4,2.853
Yes,0,No,No,1,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Electronic check,20.55,20.55,0.685
No,0,No,No,25,DSL,No,No,Yes,No,Month-to-month,Electronic check,48.25,1293.8,1.608
No,0,Yes,No,71,DSL,Yes,Yes,Yes,Yes,Two year,Credit card (automatic),80.4,5727.15,2.68
No,0,No,No,14,Fiber optic,No,No,Yes,No,Month-to-month,Electronic check,76.45,1117.55,2.548
No,0,No,No,24,DSL,No,No,No,Yes,One year,Bank transfer (automatic),54.6,1242.25,1.82
No,1,No,No,56,Fiber optic,No,No,Yes,No,Month-to-month,Electronic check,101.05,5594.0,3.368
Yes,1,Yes,No,1,Fiber optic,Yes,No,No,No,Month-to-month,Electronic check,80.3,80.3,2.677
No,1,Yes,No,7,DSL,Yes,Yes,No,Yes,Month-to-month,Electronic check,64.2,475.0,2.14
No,0,No,No,5,DSL,Yes,No,No,Yes,Month-to-month,Electronic check,64.35,352.65,2.145
Yes,0,Yes,No,1,Fiber optic,No,No,No,No,Month-to-month,Mailed check,69.4,69.4,2.313
No,0,Yes,Yes,19,DSL,No,No,No,No,Month-to-month,Mailed check,24.85,434.8,0.828
Yes,0,No,No,7,Fiber optic,No,No,No,No,Month-to-month,Bank transfer (automatic),75.1,552.95,2.503
No,0,Yes,Yes,16,Fiber optic,No,Yes,No,No,Month-to-month,Bank transfer (automatic),73.25,1195.75,2.442
No,0,Yes,Yes,10,DSL,No,Yes,Yes,No,One year,Mailed check,65.9,660.05,2.197
No,0,No,No,72,DSL,Yes,Yes,No,No,Two year,Bank transfer (automatic),59.75,4265.0,1.992
No,1,No,No,51,Fiber optic,No,No,Yes,No,One year,Bank transfer (automatic),94.0,4905.75,3.133
No,1,No,No,67,Fiber optic,Yes,Yes,Yes,Yes,Two year,Credit card (automatic),116.1,7839.85,3.87
No,1,Yes,No,25,Fiber optic,No,No,No,No,Month-to-month,Electronic check,69.3,1813.1,2.31
No,0,Yes,Yes,45,DSL,Yes,Yes,Yes,Yes,Month-to-month,Mailed check,81.3,3541.1,2.71
No,0,No,No,1,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Credit card (automatic),19.3,19.3,0.643
Yes,0,No,No,30,Fiber optic,No,No,No,Yes,Month-to-month,Electronic check,85.15,2555.9,2.838
No,0,Yes,Yes,11,Fiber optic,No,No,No,No,Month-to-month,Electronic check,90.6,1020.2,3.02
No,0,Yes,No,20,Fiber optic,No,No,Yes,Yes,Month-to-month,Mailed check,81.0,1683.7,2.7
No,0,Yes,No,70,Fiber optic,Yes,Yes,Yes,Yes,Two year,Credit card (automatic),114.3,8244.3,3.81
Yes,0,No,No,38,DSL,No,No,Yes,Yes,One year,Mailed check,62.3,2354.8,2.077
Yes,1,Yes,No,1,DSL,No,No,No,No,Month-to-month,Electronic check,24.8,24.8,0.827
Yes,0,No,No,3,Fiber optic,No,No,Yes,Yes,Month-to-month,Electronic check,98.7,293.65,3.29
No,0,Yes,Yes,64,Fiber optic,Yes,No,No,Yes,One year,Bank transfer (automatic),104.4,6721.6,3.48
No,0,No,No,65,No,No internet service,No internet service,No internet service,No internet service,Two year,Credit card (automatic),19.55,1218.65,0.652
Yes,0,No,No,9,Fiber optic,No,No,No,No,Month-to-month,Electronic check,94.75,889.9,3.158
No,0,No,No,60,DSL,Yes,No,Yes,Yes,One year,Electronic check,64.75,4039.5,2.158
No,0,No,No,35,No,No internet service,No internet service,No internet service,No internet service,Two year,Bank transfer (automatic),21.45,705.45,0.715
No,0,No,No,11,DSL,No,Yes,Yes,No,Month-to-month,Mailed check,34.7,383.55,1.157
Yes,0,Yes,Yes,33,No,No internet service,No internet service,No internet service,No internet service,Two year,Mailed check,24.5,740.3,0.817
No,0,No,No,36,DSL,Yes,Yes,Yes,Yes,One year,Bank transfer (automatic),85.85,3003.55,2.862
No,0,No,No,3,Fiber optic,No,No,Yes,Yes,Month-to-month,Mailed check,89.85,244.45,2.995
No,0,No,No,31,Fiber optic,No,No,Yes,Yes,Two year,Bank transfer (automatic),99.45,3109.9,3.315
No,0,No,No,27,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Credit card (automatic),19.4,460.25,0.647
Yes,1,No,No,40,Fiber optic,Yes,Yes,No,No,Month-to-month,Credit card (automatic),79.2,3233.85,2.64
Yes,0,Yes,Yes,3,DSL,No,No,No,No,Month-to-month,Mailed check,44.3,134.5,1.477
No,0,No,No,52,DSL,Yes,Yes,No,Yes,Two year,Mailed check,39.1,1982.1,1.303
No,0,No,Yes,21,Fiber optic,Yes,No,No,No,Month-to-month,Electronic check,80.35,1747.2,2.678
No,0,Yes,No,24,DSL,Yes,Yes,Yes,No,Month-to-month,Mailed check,66.3,1559.45,2.21
No,0,Yes,No,67,Fiber optic,No,Yes,No,No,One year,Bank transfer (automatic),88.4,5798.3,2.947
No,0,No,No,10,DSL,Yes,No,No,No,Month-to-month,Credit card (automatic),54.5,568.2,1.817
No,0,No,No,8,Fiber optic,No,No,No,No,Month-to-month,Bank transfer (automatic),70.7,553.4,2.357
No,0,No,No,6,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Mailed check,18.95,110.15,0.632
Yes,0,No,No,21,Fiber optic,No,No,No,No,Month-to-month,Electronic check,97.35,2119.5,3.245
No,0,Yes,Yes,65,No,No internet service,No internet service,No internet service,No internet service,Two year,Mailed check,19.9,1292.6,0.663
No,0,Yes,Yes,72,Fiber optic,No,No,No,No,Two year,Credit card (automatic),84.5,6130.85,2.817
No,0,No,Yes,66,Fiber optic,Yes,No,Yes,Yes,Two year,Credit card (automatic),90.95,5930.05,3.032
No,0,Yes,No,66,DSL,Yes,Yes,Yes,Yes,Two year,Bank transfer (automatic),91.7,6075.9,3.057
No,0,No,No,47,Fiber optic,No,Yes,Yes,No,One year,Electronic check,103.1,4889.3,3.437
No,0,No,No,4,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Credit card (automatic),20.7,83.75,0.69
No,0,No,Yes,21,No,No internet service,No internet service,No internet service,No internet service,Two year,Mailed check,19.6,397.0,0.653
No,0,Yes,No,25,Fiber optic,No,No,Yes,No,Month-to-month,Electronic check,74.6,1797.75,2.487
Yes,0,No,No,24,Fiber optic,No,Yes,No,No,Month-to-month,Credit card (automatic),90.55,2282.55,3.018
No,0,Yes,Yes,72,No,No internet service,No internet service,No internet service,No internet service,Two year,Mailed check,24.9,1859.2,0.83
No,0,No,No,36,Fiber optic,No,Yes,No,No,Month-to-month,Credit card (automatic),94.8,3565.65,3.16
No,0,Yes,Yes,49,DSL,Yes,No,No,No,Month-to-month,Electronic check,39.2,1838.15,1.307
Yes,0,No,No,1,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Mailed check,19.6,19.6,0.653
No,0,Yes,Yes,18,DSL,Yes,No,Yes,Yes,Month-to-month,Electronic check,83.25,1611.15,2.775
No,0,Yes,Yes,15,Fiber optic,Yes,No,No,No,Month-to-month,Mailed check,75.1,1151.55,2.503
Yes,0,Yes,No,8,Fiber optic,Yes,No,No,No,Month-to-month,Electronic check,75.0,632.95,2.5
No,0,Yes,No,8,Fiber optic,No,No,No,No,Month-to-month,Bank transfer (automatic),85.65,659.45,2.855
No,1,No,No,54,DSL,No,No,Yes,Yes,One year,Bank transfer (automatic),65.25,3529.95,2.175
No,0,Yes,No,42,DSL,Yes,No,No,No,One year,Credit card (automatic),56.1,2386.85,1.87
No,0,Yes,Yes,13,No,No internet service,No internet service,No internet service,No internet service,Two year,Bank transfer (automatic),25.0,332.5,0.833
No,0,No,No,66,No,No internet service,No internet service,No internet service,No internet service,Two year,Credit card (automatic),25.15,1683.6,0.838
No,0,Yes,No,63,Fiber optic,No,No,No,Yes,One year,Credit card (automatic),81.2,4965.1,2.707
No,0,No,No,71,DSL,Yes,Yes,Yes,Yes,Two year,Bank transfer (automatic),80.6,5708.2,2.687
No,0,Yes,No,15,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Credit card (automatic),20.45,330.8,0.682
Yes,1,No,No,1,Fiber optic,No,No,No,No,Month-to-month,Electronic check,69.95,69.95,2.332
No,0,No,No,10,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Electronic check,21.2,222.65,0.707
No,0,No,No,2,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Mailed check,20.1,39.8,0.67
No,0,No,No,15,No,No internet service,No internet service,No internet service,No internet service,Two year,Bank transfer (automatic),25.05,369.1,0.835
No,0,Yes,No,53,Fiber optic,Yes,Yes,Yes,Yes,One year,Electronic check,110.5,5835.5,3.683
Yes,0,No,No,14,DSL,No,No,Yes,No,Month-to-month,Electronic check,50.75,712.75,1.692
No,0,Yes,Yes,35,No,No internet service,No internet service,No internet service,No internet service,One year,Mailed check,19.65,708.8,0.655
Yes,1,No,No,15,Fiber optic,No,Yes,No,No,Month-to-month,Electronic check,80.2,1217.25,2.673
No,1,No,No,43,Fiber optic,No,Yes,No,No,Month-to-month,Electronic check,90.25,3838.75,3.008
No,0,Yes,Yes,72,Fiber optic,Yes,Yes,Yes,Yes,Two year,Electronic check,115.5,8425.15,3.85
No,1,No,No,55,Fiber optic,Yes,Yes,Yes,Yes,Month-to-month,Electronic check,116.5,6382.55,3.883
No,1,Yes,No,66,DSL,No,Yes,Yes,No,One year,Bank transfer (automatic),70.85,4738.85,2.362
Yes,1,No,No,23,Fiber optic,No,Yes,No,No,Month-to-month,Electronic check,94.75,2293.6,3.158
No,0,Yes,No,40,DSL,No,Yes,No,No,Month-to-month,Credit card (automatic),56.6,2379.1,1.887
Yes,0,Yes,No,42,Fiber optic,No,Yes,Yes,Yes,Month-to-month,Electronic check,99.45,4138.05,3.315
Yes,1,No,No,15,Fiber optic,No,Yes,No,No,Month-to-month,Credit card (automatic),75.3,1147.45,2.51
No,0,No,No,22,No,No internet service,No internet service,No internet service,No internet service,One year,Mailed check,19.6,422.5,0.653
No,1,Yes,No,56,Fiber optic,No,No,No,Yes,Month-to-month,Bank transfer (automatic),76.85,4275.75,2.562
No,1,No,No,72,Fiber optic,Yes,Yes,Yes,Yes,Two year,Bank transfer (automatic),107.4,7748.75,3.58
No,0,Yes,Yes,62,No,No internet service,No internet service,No internet service,No internet service,Two year,Bank transfer (automatic),24.25,1424.6,0.808
No,1,Yes,No,71,Fiber optic,Yes,Yes,Yes,Yes,Two year,Bank transfer (automatic),115.05,8016.6,3.835
No,0,Yes,Yes,39,DSL,No,No,Yes,No,Month-to-month,Mailed check,59.85,2341.5,1.995
No,0,Yes,No,50,Fiber optic,Yes,No,Yes,No,One year,Electronic check,103.95,5231.3,3.465
No,0,No,No,55,Fiber optic,Yes,No,Yes,No,One year,Credit card (automatic),84.25,4589.85,2.808
Yes,0,Yes,No,40,DSL,Yes,Yes,Yes,No,One year,Electronic check,42.35,1716.45,1.412
No,0,No,No,6,Fiber optic,No,No,Yes,Yes,Month-to-month,Electronic check,89.25,487.05,2.975
No,0,Yes,Yes,72,DSL,Yes,Yes,Yes,No,Two year,Credit card (automatic),68.75,4888.2,2.292
No,0,Yes,No,69,DSL,Yes,No,Yes,Yes,Two year,Bank transfer (automatic),60.25,4055.5,2.008
No,0,No,No,1,Fiber optic,No,No,No,No,Month-to-month,Mailed check,71.1,71.1,2.37
No,1,Yes,No,63,Fiber optic,Yes,Yes,Yes,No,Two year,Credit card (automatic),108.5,6991.9,3.617
Yes,0,No,No,1,Fiber optic,No,No,No,No,Month-to-month,Mailed check,71.35,71.35,2.378
No,0,No,No,66,No,No internet service,No internet service,No internet service,No internet service,One year,Bank transfer (automatic),25.45,1699.15,0.848
No,0,Yes,Yes,63,No,No internet service,No internet service,No internet service,No internet service,Two year,Mailed check,19.55,1245.6,0.652
No,0,Yes,Yes,12,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Electronic check,21.15,306.05,0.705
No,0,Yes,No,62,DSL,Yes,Yes,No,Yes,Two year,Credit card (automatic),38.6,2345.55,1.287
No,0,No,No,1,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Mailed check,20.2,20.2,0.673
No,0,Yes,Yes,10,DSL,No,No,Yes,No,Month-to-month,Mailed check,60.2,563.5,2.007
No,1,No,No,49,DSL,Yes,Yes,Yes,Yes,Two year,Credit card (automatic),81.35,4060.9,2.712
No,0,No,Yes,22,DSL,No,No,Yes,No,One year,Credit card (automatic),49.45,1031.4,1.648
No,0,Yes,Yes,62,DSL,Yes,No,Yes,No,One year,Credit card (automatic),54.75,3425.35,1.825
Yes,1,No,No,1,Fiber optic,No,No,No,No,Month-to-month,Electronic check,70.55,70.55,2.352
Yes,0,Yes,No,6,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Bank transfer (automatic),19.5,146.3,0.65
No,1,No,No,54,Fiber optic,No,Yes,No,No,Month-to-month,Electronic check,90.05,4931.8,3.002
Yes,0,No,No,1,Fiber optic,No,No,No,No,Month-to-month,Electronic check,79.65,79.65,2.655
Yes,1,No,No,9,Fiber optic,No,No,No,No,Month-to-month,Electronic check,84.45,762.5,2.815
No,1,No,Yes,33,Fiber optic,No,Yes,Yes,No,Month-to-month,Bank transfer (automatic),105.35,3465.05,3.512
No,0,No,No,64,DSL,No,Yes,Yes,Yes,Two year,Credit card (automatic),86.55,5632.55,2.885
Yes,1,No,No,1,Fiber optic,No,No,No,No,Month-to-month,Electronic check,69.65,69.65,2.322
Yes,1,No,No,27,Fiber optic,No,No,No,No,Month-to-month,Electronic check,85.25,2287.25,2.842
Yes,0,No,No,16,Fiber optic,Yes,No,No,No,Month-to-month,Electronic check,94.25,1483.25,3.142
No,0,No,Yes,1,DSL,No,No,Yes,No,Month-to-month,Electronic check,49.85,49.85,1.662
No,1,No,No,65,Fiber optic,No,Yes,Yes,No,Month-to-month,Bank transfer (automatic),99.1,6496.15,3.303
No,1,No,No,71,Fiber optic,Yes,Yes,No,Yes,One year,Credit card (automatic),99.65,7181.25,3.322
Yes,0,No,No,10,Fiber optic,No,No,No,No,Month-to-month,Electronic check,74.75,799.65,2.492
Yes,0,No,No,13,DSL,No,No,No,No,Month-to-month,Electronic check,35.1,446.1,1.17
No,0,Yes,Yes,24,No,No internet service,No internet service,No internet service,No internet service,Two year,Credit card (automatic),21.1,490.65,0.703
No,0,Yes,Yes,67,DSL,Yes,No,No,Yes,Two year,Credit card (automatic),35.7,2545.7,1.19
No,0,No,No,14,DSL,No,Yes,No,No,Month-to-month,Mailed check,31.1,419.7,1.037
No,1,Yes,No,24,DSL,No,No,Yes,Yes,Month-to-month,Mailed check,34.25,828.2,1.142
No,0,No,No,70,Fiber optic,Yes,Yes,Yes,No,Two year,Mailed check,111.15,7737.55,3.705
Yes,0,No,No,1,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Mailed check,20.3,20.3,0.677
No,1,Yes,No,9,No,No internet service,No internet service,No internet service,No internet service,One year,Credit card (automatic),19.85,183.15,0.662
No,0,No,No,10,No,No internet service,No internet service,No internet service,No internet service,One year,Mailed check,19.5,225.85,0.65
Yes,0,Yes,No,65,Fiber optic,Yes,Yes,Yes,No,One year,Electronic check,89.75,5769.6,2.992
Yes,1,No,No,1,DSL,No,No,No,No,Month-to-month,Electronic check,45.1,45.1,1.503
No,0,No,No,30,DSL,Yes,No,Yes,No,One year,Credit card (automatic),79.3,2427.1,2.643
No,0,No,Yes,13,DSL,No,No,No,No,Month-to-month,Mailed check,44.0,659.35,1.467
Yes,0,No,No,4,Fiber optic,No,No,No,No,Month-to-month,Electronic check,74.35,265.35,2.478
No,0,No,No,11,No,No internet service,No internet service,No internet service,No internet service,One year,Mailed check,20.0,211.95,0.667
No,0,Yes,No,62,Fiber optic,Yes,Yes,Yes,Yes,Two year,Mailed check,113.95,6891.4,3.798
Yes,0,No,No,2,Fiber optic,No,No,No,No,Month-to-month,Electronic check,80.2,181.1,2.673
No,0,No,No,9,Fiber optic,No,No,Yes,No,Month-to-month,Electronic check,94.05,811.65,3.135
No,1,No,No,71,Fiber optic,No,No,Yes,No,Two year,Bank transfer (automatic),104.05,7413.55,3.468
No,0,Yes,No,58,Fiber optic,No,No,Yes,No,One year,Credit card (automatic),100.35,5681.1,3.345
No,0,No,No,72,No,No internet service,No internet service,No internet service,No internet service,Two year,Bank transfer (automatic),24.75,1777.6,0.825
No,0,No,No,10,DSL,No,No,No,No,Month-to-month,Mailed check,45.25,428.7,1.508
No,0,No,No,19,DSL,No,No,No,No,Month-to-month,Electronic check,56.2,1093.4,1.873
No,0,Yes,Yes,59,DSL,No,Yes,Yes,Yes,One year,Credit card (automatic),76.75,4541.9,2.558
No,0,No,No,54,DSL,Yes,Yes,No,Yes,Month-to-month,Mailed check,69.9,3883.3,2.33
Yes,1,No,No,4,Fiber optic,No,No,No,No,Month-to-month,Electronic check,95.45,396.1,3.182
No,0,Yes,No,42,No,No internet service,No internet service,No internet service,No internet service,Two year,Electronic check,25.25,1108.2,0.842
No,0,Yes,Yes,48,Fiber optic,Yes,Yes,Yes,Yes,Two year,Credit card (automatic),111.8,5443.65,3.727
No,0,No,Yes,43,DSL,Yes,Yes,No,No,Month-to-month,Electronic check,63.95,2737.05,2.132
No,0,Yes,Yes,68,DSL,Yes,Yes,Yes,Yes,Two year,Credit card (automatic),88.85,6132.7,2.962
No,0,No,No,12,Fiber optic,Yes,No,No,No,Month-to-month,Electronic check,79.8,1001.2,2.66
No,0,Yes,No,38,DSL,Yes,Yes,No,Yes,Two year,Bank transfer (automatic),60.0,2193.2,2.0
No,1,Yes,No,14,Fiber optic,No,No,No,No,Month-to-month,Electronic check,75.1,1013.35,2.503
No,0,Yes,No,72,Fiber optic,No,Yes,Yes,No,Two year,Bank transfer (automatic),106.3,7565.35,3.543
No,0,Yes,Yes,11,DSL,Yes,No,No,No,Month-to-month,Electronic check,50.55,565.35,1.685
No,0,No,No,17,DSL,Yes,Yes,No,No,One year,Mailed check,56.1,946.95,1.87
No,0,No,No,10,DSL,Yes,Yes,Yes,No,Month-to-month,Bank transfer (automatic),40.7,449.3,1.357
Yes,0,No,No,4,Fiber optic,No,No,No,No,Month-to-month,Bank transfer (automatic),72.2,305.55,2.407
Yes,1,Yes,No,39,Fiber optic,No,Yes,Yes,No,Month-to-month,Electronic check,105.65,4284.8,3.522
Yes,1,No,No,23,Fiber optic,No,Yes,Yes,No,Month-to-month,Electronic check,106.4,2483.5,3.547
No,0,Yes,Yes,9,Fiber optic,No,Yes,No,Yes,Month-to-month,Electronic check,101.5,906.85,3.383
No,0,Yes,Yes,4,Fiber optic,No,No,No,No,Month-to-month,Mailed check,69.55,284.9,2.318
No,0,Yes,Yes,36,Fiber optic,Yes,No,Yes,No,Month-to-month,Credit card (automatic),104.5,3684.95,3.483
No,0,No,No,6,DSL,No,No,No,Yes,One year,Mailed check,49.25,255.6,1.642
No,0,Yes,No,72,DSL,Yes,No,Yes,Yes,Two year,Bank transfer (automatic),84.9,6065.3,2.83
Yes,0,No,No,7,Fiber optic,Yes,No,No,No,Month-to-month,Mailed check,79.65,604.7,2.655
No,0,Yes,Yes,56,No,No internet service,No internet service,No internet service,No internet service,Two year,Mailed check,20.05,1090.1,0.668
No,0,No,No,6,Fiber optic,No,Yes,No,No,Month-to-month,Mailed check,85.95,514.6,2.865
No,1,No,No,49,Fiber optic,Yes,Yes,Yes,Yes,One year,Bank transfer (automatic),103.0,5166.2,3.433
No,0,No,No,15,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Mailed check,19.75,311.6,0.658
No,0,Yes,Yes,23,No,No internet service,No internet service,No internet service,No internet service,Two year,Mailed check,19.65,451.55,0.655
No,0,No,No,54,DSL,Yes,No,Yes,Yes,Two year,Electronic check,80.6,4299.95,2.687
No,0,Yes,No,71,DSL,Yes,No,Yes,Yes,Two year,Bank transfer (automatic),81.85,5924.4,2.728
No,0,No,No,34,DSL,No,Yes,No,No,Month-to-month,Electronic check,49.8,1734.2,1.66
No,0,Yes,Yes,42,No,No internet service,No internet service,No internet service,No internet service,Two year,Electronic check,22.95,1014.25,0.765
No,0,Yes,Yes,8,No,No internet service,No internet service,No internet service,No internet service,Two year,Credit card (automatic),19.6,125.0,0.653
No,0,No,No,39,Fiber optic,No,No,No,No,Month-to-month,Credit card (automatic),73.15,2730.85,2.438
Yes,0,No,No,1,Fiber optic,No,No,No,No,Month-to-month,Electronic check,93.85,93.85,3.128
No,0,No,No,2,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Mailed check,19.85,51.6,0.662
No,1,No,No,50,Fiber optic,No,Yes,No,Yes,One year,Electronic check,106.8,5347.95,3.56
No,0,Yes,No,72,Fiber optic,No,Yes,No,No,Two year,Credit card (automatic),97.7,6869.7,3.257
Yes,0,Yes,No,24,Fiber optic,No,No,No,No,Month-to-month,Credit card (automatic),75.4,1747.85,2.513
No,0,No,No,11,DSL,No,Yes,No,Yes,Month-to-month,Electronic check,35.65,425.1,1.188
